"fips","state_fips","county_fips","areaname","state_name","county_name","fipsst","fipsco","region","division","pop1970","pop1971","pop1972","pop1973","pop1974","pop1975","pop1976","pop1977","pop1978","pop1979","pop1980","pop1981","pop1982","pop1983","pop1984","pop1985","pop1986","pop1987","pop1988","pop1989","pop1990","pop1991","pop1992","pop1993","pop1994","pop1995","pop1996","pop1997","pop1998","pop1999","pop2000","pop2001","pop2002","pop2003","pop2004","pop2005","pop2006","pop2007","pop2008","pop2009","pop19904","pop20104","base20104","pop2010","pop2011","pop2012","pop2013","pop2014"
"48389",48,48389,"Reeves County, Texas"," Texas","Reeves County","48","48389",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13783,13783,13813,13761,13892,14077,14349
"48391",48,48391,"Refugio County, Texas"," Texas","Refugio County","48","48391",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7383,7383,7357,7310,7238,7268,7302
"48391",48,391,"Refugio County","Texas","Refugio County","48","391",3,7,9494,9600,9400,9100,8600,8600,8700,8700,8700,8800,9289,9403,9379,9444,9115,8884,8851,8698,8455,8192,7930,7826,7860,7784,7764,7776,7873,7888,7899,7735,7824,7751,7632,7511,7565,7517,7451,7320,7306,7225,7976,,,,,,,
"48393",48,48393,"Roberts County, Texas"," Texas","Roberts County","48","48393",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929,929,925,933,950,923,928
"48393",48,393,"Roberts County","Texas","Roberts County","48","393",3,7,967,1000,1000,1000,1000,1000,1000,1100,1200,1100,1187,1170,1224,1191,1112,1123,1105,1078,1004,977,1040,1007,1026,1002,996,963,976,991,936,924,883,872,847,804,815,822,811,843,856,878,1025,,,,,,,
"48395",48,395,"Robertson County","Texas","Robertson County","48","395",3,7,14389,14500,14900,14700,14500,14600,14400,14500,14400,14800,14653,15178,15452,15850,16075,16228,16044,15735,15511,15558,15500,15441,15345,15333,15464,15550,15454,15435,15613,15762,16033,16023,15840,15777,15856,15977,15937,15819,15710,15706,15511,,,,,,,
"48395",48,48395,"Robertson County, Texas"," Texas","Robertson County","48","48395",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16622,16622,16588,16693,16490,16461,16500
"48397",48,397,"Rockwall County","Texas","Rockwall County","48","397",3,7,7046,7400,7700,8900,9600,9600,10200,10900,12000,13500,14528,15576,16644,17371,18803,20721,22476,24079,24059,24744,25891,27183,28941,30121,31493,32716,34108,35581,37202,39489,43880,47114,50819,54472,57969,62302,68653,73947,77775,81391,25604,,,,,,,
"48397",48,48397,"Rockwall County, Texas"," Texas","Rockwall County","48","48397",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78337,78337,78967,81136,82992,85290,87809
"48399",48,399,"Runnels County","Texas","Runnels County","48","399",3,7,12108,12000,12200,11700,11700,11700,11600,11600,11600,11800,11872,11931,12206,12416,12749,12550,12423,12199,11872,11585,11225,11075,10971,11015,11150,11268,11300,11434,11518,11337,11476,11138,10958,10741,10674,10707,10429,10322,10250,10170,11294,,,,,,,
"48399",48,48399,"Runnels County, Texas"," Texas","Runnels County","48","48399",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501,10501,10506,10561,10422,10302,10416
"48401",48,48401,"Rusk County, Texas"," Texas","Rusk County","48","48401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53330,53336,53386,53768,55743,53973,53923
"48401",48,401,"Rusk County","Texas","Rusk County","48","401",3,7,34102,34700,35800,36400,37400,37800,38400,39600,40500,41100,41382,41994,43274,44168,43998,43926,43681,43924,43968,43618,43739,43831,43880,43942,44139,45112,45291,45455,45743,45819,47359,47378,47406,47302,47537,47666,47974,48450,48949,49180,43735,,,,,,,
"48403",48,48403,"Sabine County, Texas"," Texas","Sabine County","48","48403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10834,10835,10865,10681,10469,10389,10350
"48403",48,403,"Sabine County","Texas","Sabine County","48","403",3,7,7187,7200,7500,7800,7700,7900,7900,8100,8300,8500,8702,8817,8955,9275,9468,9513,9507,9470,9564,9613,9571,9664,9618,9880,10093,10358,10472,10564,10513,10553,10444,10419,10401,10336,10287,10170,10245,10147,10114,10208,9586,,,,,,,
"48405",48,405,"San Augustine County","Texas","San Augustine County","48","405",3,7,7858,8000,8200,8200,8200,8300,8400,8700,8700,8700,8785,8961,8929,8840,8580,8487,8427,8405,8364,8150,7964,7968,8035,7976,7934,8024,7987,8137,8101,8079,8956,8806,8874,8856,8858,8781,8794,8685,8631,8574,7999,,,,,,,
"48405",48,48405,"San Augustine County, Texas"," Texas","San Augustine County","48","48405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8865,8864,8846,8853,8836,8741,8610
"48407",48,48407,"San Jacinto County, Texas"," Texas","San Jacinto County","48","48407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26384,26381,26439,26814,27000,26804,27099
"48407",48,407,"San Jacinto County","Texas","San Jacinto County","48","407",3,7,6702,6900,7800,8200,8200,8400,8200,9100,9800,10600,11434,11724,12297,13641,14188,14660,15026,15252,15713,16139,16402,16726,17262,18004,18584,19251,19961,20829,21828,22554,22450,22762,23154,23707,24224,24342,24357,24790,24836,24902,16372,,,,,,,
"48409",48,409,"San Patricio County","Texas","San Patricio County","48","409",3,7,47288,47900,49600,50800,50100,50600,51800,53000,53900,56200,58013,59389,61470,62344,61891,61135,61664,60681,59371,58629,58821,59553,60632,63690,64734,65881,67292,69217,70737,71636,67362,66980,66960,67136,67763,68630,68472,68299,68338,68223,58749,,,,,,,
"48409",48,48409,"San Patricio County, Texas"," Texas","San Patricio County","48","48409",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64804,64807,64502,64500,65372,66257,66915
"48411",48,411,"San Saba County","Texas","San Saba County","48","411",3,7,5540,5500,5800,5700,5600,5700,5500,5400,5400,5400,5841,5765,5847,5984,5942,5815,5669,5761,5816,5538,5370,5223,5666,5850,5987,6055,5637,5918,5817,5812,6201,6167,6049,5991,6055,5962,5938,5902,5849,5871,5401,,,,,,,
"48411",48,48411,"San Saba County, Texas"," Texas","San Saba County","48","48411",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6131,6131,6139,6046,5988,5712,5622
"48413",48,48413,"Schleicher County, Texas"," Texas","Schleicher County","48","48413",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3461,3461,3499,3300,3249,3197,3162
"48413",48,413,"Schleicher County","Texas","Schleicher County","48","413",3,7,2277,2200,2200,2500,2400,2500,2600,2600,2700,2700,2820,2939,3219,3459,3412,3261,3244,2981,2976,2832,3033,3040,3045,2979,3008,3058,3074,3023,2970,2938,2916,2944,2899,2763,2727,2743,2701,2746,2731,2731,2990,,,,,,,
"48415",48,415,"Scurry County","Texas","Scurry County","48","415",3,7,15760,16400,17700,17100,17200,17700,18100,18000,18200,18100,18192,18899,20018,20665,20688,20823,20493,19602,18741,18545,18611,18429,18699,18218,18132,18217,18259,18121,18001,17649,16240,15746,15864,15728,15871,15790,15898,16039,16022,16222,18634,,,,,,,
"48415",48,48415,"Scurry County, Texas"," Texas","Scurry County","48","48415",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16921,16921,16954,16887,17106,17267,17328
"48417",48,417,"Shackelford County","Texas","Shackelford County","48","417",3,7,3323,3500,3300,3400,3400,3600,3500,3600,3600,3800,3915,4026,4235,4290,4305,4198,4121,3824,3573,3436,3283,3311,3307,3381,3317,3246,3266,3294,3288,3220,3299,3304,3323,3246,3152,3117,3080,3116,3045,3047,3316,,,,,,,
"48417",48,48417,"Shackelford County, Texas"," Texas","Shackelford County","48","48417",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3378,3378,3367,3342,3370,3374,3343
"48419",48,419,"Shelby County","Texas","Shelby County","48","419",3,7,19672,20300,20500,21200,21400,21800,21700,22000,22300,22700,23084,23318,23263,23117,23082,22812,22384,22415,22447,22290,22007,22070,21870,22138,22311,22453,22584,22572,22882,22685,25264,25344,25458,25823,25755,25968,26123,26380,26505,26812,22034,,,,,,,
"48419",48,48419,"Shelby County, Texas"," Texas","Shelby County","48","48419",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25448,25448,25427,25695,25988,25865,25515
"48421",48,421,"Sherman County","Texas","Sherman County","48","421",3,7,3657,3500,3300,3300,3400,3400,3500,3400,3300,3200,3174,3218,3234,3247,3077,3112,3053,2979,2935,3000,2837,2857,2801,2748,2865,2843,2814,2897,2866,2898,3182,3121,3140,3076,2999,2907,2873,2891,2941,2913,2858,,,,,,,
"48421",48,48421,"Sherman County, Texas"," Texas","Sherman County","48","48421",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3034,3034,3030,3035,3067,3085,3084
"48423",48,423,"Smith County","Texas","Smith County","48","423",3,7,97096,99800,103800,105800,108800,111700,114300,117100,120700,125900,128366,132734,137348,141243,145030,148975,151554,152388,152164,150876,151467,153286,154576,157297,159193,161410,163625,165693,168070,169693,175500,177511,180546,183345,186172,189910,194404,198018,201160,204665,151309,,,,,,,
"48423",48,48423,"Smith County, Texas"," Texas","Smith County","48","48423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209714,209714,210455,212765,214941,216670,218842
"48425",48,425,"Somervell County","Texas","Somervell County","48","425",3,7,2793,2900,2900,2900,3100,3100,3400,3700,3800,3900,4154,3988,4373,4763,4840,4829,5017,5281,5729,5766,5271,5275,5532,5632,5710,5902,6009,6189,6385,6615,6830,6900,7092,7232,7309,7415,7598,7702,7906,8031,5360,,,,,,,
"48425",48,48425,"Somervell County, Texas"," Texas","Somervell County","48","48425",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8490,8490,8509,8452,8594,8624,8694
"48427",48,427,"Starr County","Texas","Starr County","48","427",3,7,17707,18500,19400,20600,20700,22000,23300,24100,25000,26000,27266,29188,30442,32344,33376,34274,36330,37493,38591,39811,40873,42873,44846,47321,49764,51309,53122,54393,55443,56577,53818,54565,55862,57317,58668,59266,60240,60949,61552,62671,40518,,,,,,,
"48427",48,48427,"Starr County, Texas"," Texas","Starr County","48","48427",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60968,60968,61178,61727,61951,62390,62955
"48429",48,48429,"Stephens County, Texas"," Texas","Stephens County","48","48429",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9630,9630,9595,9507,9570,9350,9405
"48429",48,429,"Stephens County","Texas","Stephens County","48","429",3,7,8414,8600,8700,8200,8400,8600,8900,9100,9400,9600,9926,10231,10895,10810,10591,10494,10702,10378,9730,9236,8952,8644,8606,8733,8897,9595,9753,9946,9732,9737,9637,9446,9354,9370,9286,9363,9396,9458,9520,9632,9010,,,,,,,
"48431",48,431,"Sterling County","Texas","Sterling County","48","431",3,7,1056,1100,1100,1000,1000,1000,1000,1100,1100,1200,1206,1278,1401,1508,1581,1632,1641,1525,1514,1495,1427,1453,1506,1522,1518,1470,1413,1366,1384,1328,1373,1363,1357,1327,1307,1251,1185,1219,1249,1259,1438,,,,,,,
"48431",48,48431,"Sterling County, Texas"," Texas","Sterling County","48","48431",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143,1143,1137,1168,1188,1230,1339
"48433",48,48433,"Stonewall County, Texas"," Texas","Stonewall County","48","48433",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1490,1490,1495,1479,1470,1430,1403
"48433",48,433,"Stonewall County","Texas","Stonewall County","48","433",3,7,2397,2500,2300,2300,2300,2300,2300,2200,2300,2300,2406,2401,2424,2501,2464,2329,2268,2205,2176,2083,1995,1992,1996,1984,1966,1901,1786,1811,1796,1715,1677,1568,1473,1429,1396,1351,1368,1376,1384,1354,2013,,,,,,,
"48435",48,48435,"Sutton County, Texas"," Texas","Sutton County","48","48435",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4128,4128,4060,4011,3930,4001,3972
"48435",48,435,"Sutton County","Texas","Sutton County","48","435",3,7,3175,3200,3100,3400,3800,4300,4700,5000,4700,5100,5130,5545,5878,5936,5674,5495,5262,4667,4456,4146,4123,4302,4189,4194,4240,4411,4402,4424,4468,4309,4029,4036,4073,4022,4114,4190,4283,4294,4311,4273,4135,,,,,,,
"48437",48,437,"Swisher County","Texas","Swisher County","48","437",3,7,10373,10500,10500,10600,10300,10400,10400,10100,10100,10000,9723,9539,9261,9107,8970,8937,8875,8691,8640,8424,8076,7970,8301,8503,8567,8586,8449,8345,8280,8262,8359,8228,8017,7958,7857,7744,7691,7631,7555,7424,8133,,,,,,,
"48437",48,48437,"Swisher County, Texas"," Texas","Swisher County","48","48437",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7854,7854,7895,7825,7882,7761,7581
"48439",48,48439,"Tarrant County, Texas"," Texas","Tarrant County","48","48439",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1809034,1809537,1816784,1848435,1882822,1913943,1945360
"48439",48,439,"Tarrant County","Texas","Tarrant County","48","439",3,7,715587,726400,721900,727100,746200,759000,781100,794100,809800,835100,860880,895556,933829,967408,1001836,1043207,1083641,1116110,1133193,1149530,1176316,1201372,1217882,1232160,1254153,1273879,1298205,1325526,1354040,1382442,1454402,1488516,1523284,1552186,1580347,1612195,1662902,1709745,1749974,1789900,1170103,,,,,,,
"48441",48,441,"Taylor County","Texas","Taylor County","48","441",3,7,97853,99800,103300,102500,103500,105300,107000,106200,107000,108600,110932,115025,119410,121793,122280,122466,124470,123334,120515,120302,119536,118851,121092,121048,120891,122098,121206,121579,122036,122478,126468,125455,125341,125264,125753,125978,126082,126542,126651,127683,119655,,,,,,,
"48441",48,48441,"Taylor County, Texas"," Texas","Taylor County","48","48441",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131506,131510,131863,132822,134104,133866,135143
"48443",48,443,"Terrell County","Texas","Terrell County","48","443",3,7,1940,1800,2000,1900,1900,1800,1700,1700,1600,1600,1595,1614,1568,1609,1587,1571,1558,1580,1555,1526,1379,1372,1352,1390,1329,1311,1235,1185,1174,1202,1061,1023,1019,1007,956,962,944,917,919,969,1410,,,,,,,
"48443",48,48443,"Terrell County, Texas"," Texas","Terrell County","48","48443",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984,984,1007,955,926,905,927
"48445",48,445,"Terry County","Texas","Terry County","48","445",3,7,14118,14500,14700,14500,14100,14500,14200,14400,14500,14600,14581,14674,15015,15023,14920,14732,14543,13836,13781,13431,13168,13051,12948,12827,12736,13048,12995,12988,12892,12786,12707,12432,12476,12411,12365,12207,12197,12141,12083,12142,13218,,,,,,,
"48445",48,48445,"Terry County, Texas"," Texas","Terry County","48","48445",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12651,12651,12663,12653,12610,12739,12739
"48447",48,447,"Throckmorton County","Texas","Throckmorton County","48","447",3,7,2205,2400,2300,2300,2200,2100,2100,2000,2000,2000,2053,2141,2250,2304,2399,2189,2201,2057,1997,1961,1860,1840,1802,1795,1815,1822,1766,1710,1704,1695,1834,1793,1739,1693,1634,1672,1681,1624,1596,1593,1880,,,,,,,
"48447",48,48447,"Throckmorton County, Texas"," Texas","Throckmorton County","48","48447",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641,1641,1630,1637,1601,1598,1608
"48449",48,48449,"Titus County, Texas"," Texas","Titus County","48","48449",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32334,32334,32408,32441,32693,32654,32506
"48449",48,449,"Titus County","Texas","Titus County","48","449",3,7,16702,17500,17700,18200,18700,19200,19600,20100,20500,21000,21442,21925,22606,23280,23213,23384,23703,23517,23835,23783,24057,24260,24557,24388,24386,24661,24746,25090,25423,25343,28112,27923,28064,28457,28807,28009,28574,29129,29637,30206,24009,,,,,,,
"48451",48,451,"Tom Green County","Texas","Tom Green County","48","451",3,7,71047,73000,72500,74800,75800,77600,78800,79400,80700,82900,84784,87227,90883,94543,96152,96368,97247,97494,98596,99676,98257,97923,99107,99661,100776,101077,101789,102285,102685,102300,104043,103855,104041,104666,104810,104961,105912,106517,107445,108378,98458,,,,,,,
"48451",48,48451,"Tom Green County, Texas"," Texas","Tom Green County","48","48451",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110224,110224,110673,111823,113521,114955,116608
"48453",48,453,"Travis County","Texas","Travis County","48","453",3,7,295516,310300,332200,349300,358900,369700,386100,393400,390600,414400,419573,430442,449814,473881,499415,530511,547418,552135,557219,565405,579743,595609,612738,630909,647304,665302,679461,691965,709182,727022,820927,847941,852965,862463,878877,901185,937423,970477,998561,1026158,576407,,,,,,,
"48453",48,48453,"Travis County, Texas"," Texas","Travis County","48","48453",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024266,1024301,1030443,1062609,1097104,1122748,1151145
"48455",48,455,"Trinity County","Texas","Trinity County","48","455",3,7,7628,7900,8000,8200,8400,8300,8600,8700,8700,9100,9450,9681,10214,10480,11005,11181,11497,11489,11510,11518,11441,11445,11513,11828,12164,12232,12331,12459,12611,12713,13819,13834,13963,14019,14055,14122,14051,14021,13934,13897,11445,,,,,,,
"48455",48,48455,"Trinity County, Texas"," Texas","Trinity County","48","48455",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14585,14675,14697,14636,14300,14401,14224
"48457",48,48457,"Tyler County, Texas"," Texas","Tyler County","48","48457",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21766,21766,21763,21673,21452,21453,21418
"48457",48,457,"Tyler County","Texas","Tyler County","48","457",3,7,12417,12600,13000,13800,13700,13800,14200,14800,15300,15800,16223,16377,16531,16852,17372,17421,17318,17163,16877,16645,16654,16918,17859,18137,18698,20001,19948,20209,20373,20495,20869,20540,20559,20397,20477,20218,20166,20294,20467,20556,16646,,,,,,,
"48459",48,459,"Upshur County","Texas","Upshur County","48","459",3,7,20976,22500,23500,22900,23900,24400,24800,25800,26800,27900,28595,29622,31213,32230,32239,31819,31896,31363,31488,31234,31400,32036,32396,33045,33432,34256,34751,35476,35821,36541,35364,35637,36536,36899,37090,37392,37328,37515,37882,38057,31370,,,,,,,
"48459",48,48459,"Upshur County, Texas"," Texas","Upshur County","48","48459",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39309,39318,39388,39770,39952,39790,40354
"48461",48,48461,"Upton County, Texas"," Texas","Upton County","48","48461",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3355,3349,3346,3285,3254,3358,3454
"48461",48,461,"Upton County","Texas","Upton County","48","461",3,7,4697,4700,4500,4400,4400,4600,4700,4600,4500,4600,4619,4748,5387,5469,5394,5487,5434,5036,4872,4733,4379,4238,4117,3994,3997,3931,3779,3802,3767,3552,3378,3211,3232,3137,3082,3011,3047,2976,3067,3130,4447,,,,,,,
"48463",48,463,"Uvalde County","Texas","Uvalde County","48","463",3,7,17348,17700,18300,19100,19400,20100,20700,21100,21700,22000,22441,22652,23096,23717,24014,24056,23847,23499,23747,23478,23324,23442,23974,23890,24553,24791,25128,25480,25448,26002,25924,26005,26423,26391,26388,26586,26561,26548,26611,26811,23340,,,,,,,
"48463",48,48463,"Uvalde County, Texas"," Texas","Uvalde County","48","48463",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26405,26405,26448,26574,26760,26916,27117
"48465",48,48465,"Val Verde County, Texas"," Texas","Val Verde County","48","48465",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48879,48879,49008,49001,48953,49059,48974
"48465",48,465,"Val Verde County","Texas","Val Verde County","48","465",3,7,27471,28600,29600,30500,31300,32200,33200,33600,33900,35300,35910,37237,38388,39674,39303,39365,39694,39846,39626,39520,38568,39525,40052,40479,41401,42015,42576,42868,43637,44188,45023,45110,45480,46298,46927,47033,47241,47521,47705,48165,38721,,,,,,,
"48467",48,467,"Van Zandt County","Texas","Van Zandt County","48","467",3,7,22155,24500,26300,27000,28000,28100,28500,29300,29900,30900,31426,31786,32776,34092,35451,36307,37230,37495,37971,37877,37992,38613,38960,39659,40607,41395,42552,43054,43961,44905,48347,48945,49947,50218,51255,51395,51974,51866,52130,52005,37944,,,,,,,
"48467",48,48467,"Van Zandt County, Texas"," Texas","Van Zandt County","48","48467",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52579,52582,52656,52644,52355,52462,52910
"48469",48,469,"Victoria County","Texas","Victoria County","48","469",3,7,53766,54600,55000,56600,57500,59200,60600,61800,64000,66700,68807,71454,74178,75036,75484,75875,76560,75248,74294,73565,74563,75585,76923,78013,79153,79616,80340,80649,81672,82087,84011,84681,84867,85031,85228,85053,85258,86155,86774,87790,74361,,,,,,,
"48469",48,48469,"Victoria County, Texas"," Texas","Victoria County","48","48469",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86793,86793,86849,87444,89276,90123,91081
"48471",48,48471,"Walker County, Texas"," Texas","Walker County","48","48471",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67861,67861,68219,68296,68656,69452,69789
"48471",48,471,"Walker County","Texas","Walker County","48","471",3,7,27680,29800,33500,35600,37000,35600,36000,36600,38300,40200,41789,43053,46011,47650,49043,49833,50746,51321,51697,51211,50875,51767,52509,53025,53421,54028,54108,54408,54802,54988,61745,62220,61656,62762,63446,64330,63953,63686,63554,64119,50917,,,,,,,
"48473",48,48473,"Waller County, Texas"," Texas","Waller County","48","48473",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43205,43237,43441,44028,44353,45484,46820
"48473",48,473,"Waller County","Texas","Waller County","48","473",3,7,14285,14900,15200,15800,16100,16500,16900,17200,18000,17600,19798,21024,21913,23275,23370,23635,23389,23321,23362,23271,23426,23085,23923,24621,25234,25716,26394,26736,27248,28070,32842,33208,33960,34735,34721,34505,34929,35827,35970,36530,23374,,,,,,,
"48475",48,475,"Ward County","Texas","Ward County","48","475",3,7,13019,13000,12500,12700,12300,12600,12700,12600,12800,13100,13976,14744,16211,16279,15997,15994,15692,14718,14008,13587,12986,12813,12516,12218,12110,12034,11919,11755,11795,11498,10819,10465,10351,10209,10148,10159,10198,10145,10454,10528,13115,,,,,,,
"48475",48,48475,"Ward County, Texas"," Texas","Ward County","48","48475",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10658,10658,10612,10696,10876,11245,11625
"48477",48,48477,"Washington County, Texas"," Texas","Washington County","48","48477",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33718,33708,33749,33972,33866,34169,34438
"48477",48,477,"Washington County","Texas","Washington County","48","477",3,7,18842,18900,19300,19900,20200,20100,20600,20600,21000,21700,21998,23015,24240,24853,25480,25948,26164,26429,26477,26198,26135,26087,26585,27136,27665,28053,28400,28767,29119,29091,30420,30469,30735,30909,31187,31491,31893,32071,32412,32893,26154,,,,,,,
"48479",48,479,"Webb County","Texas","Webb County","48","479",3,7,72859,77600,81000,83100,77300,83000,88500,91500,93800,96800,99258,105077,111106,115419,116566,118164,122011,124528,126575,129943,134517,140492,147823,155747,162834,169715,174365,180370,186798,193180,194523,199914,205096,210229,215775,220968,225985,230848,235937,241438,133239,,,,,,,
"48479",48,48479,"Webb County, Texas"," Texas","Webb County","48","48479",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250304,250304,251308,255618,259986,263772,266673
"48481",48,48481,"Wharton County, Texas"," Texas","Wharton County","48","48481",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41280,41280,41316,41250,41147,41215,41168
"48481",48,481,"Wharton County","Texas","Wharton County","48","481",3,7,36729,37100,37600,36900,36300,37000,37300,38200,38600,39500,40242,40557,41247,41428,41617,41561,41130,40297,40348,40326,39832,39688,39928,39911,39932,39892,39897,40005,40120,40285,41228,41007,40937,41005,40954,40923,41009,40801,40863,41000,39955,,,,,,,
"48483",48,483,"Wheeler County","Texas","Wheeler County","48","483",3,7,6434,6400,6300,6300,6300,6400,6400,6500,6600,6900,7137,7308,7999,8254,7795,7343,7040,6847,6602,6154,5798,5668,5564,5485,5432,5420,5316,5340,5286,5320,5237,5102,4971,4750,4709,4669,4722,4761,4775,4888,5879,,,,,,,
"48483",48,48483,"Wheeler County, Texas"," Texas","Wheeler County","48","48483",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5410,5410,5407,5467,5607,5740,5714
"48485",48,485,"Wichita County","Texas","Wichita County","48","485",3,7,120563,121700,119700,119500,121200,121300,124200,123100,121600,121300,121082,123144,125166,125917,125806,126136,126614,124467,123301,122885,122202,120966,120327,122034,123747,126582,129067,128689,128497,128237,131591,130191,130128,130564,130756,129475,129302,128228,127701,127616,122378,,,,,,,
"48485",48,48485,"Wichita County, Texas"," Texas","Wichita County","48","48485",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131500,131669,131791,130820,131702,132343,132355
"48487",48,48487,"Wilbarger County, Texas"," Texas","Wilbarger County","48","48487",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13535,13535,13505,13431,13262,13154,12973
"48487",48,487,"Wilbarger County","Texas","Wilbarger County","48","487",3,7,15355,15600,16300,15400,15500,15900,15600,15700,15700,16000,15931,16193,16493,16790,17006,16966,16928,16302,15883,15321,15076,14819,14642,14502,14474,14350,14271,14214,14076,14035,14638,14362,14273,14084,13887,13918,13907,13747,13512,13541,15121,,,,,,,
"48489",48,48489,"Willacy County, Texas"," Texas","Willacy County","48","48489",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22134,22134,22202,22114,22107,21953,21903
"48489",48,489,"Willacy County","Texas","Willacy County","48","489",3,7,15570,16100,16200,16300,16400,17200,17400,17300,17300,17500,17495,17889,18146,18506,18460,18373,18474,18291,18227,17895,17690,17928,18246,18746,18955,19155,19319,19505,19599,19650,20047,19818,19823,19857,20030,20316,20378,20347,20382,20395,17705,,,,,,,
"48491",48,491,"Williamson County","Texas","Williamson County","48","491",3,7,37305,39600,42500,46900,48100,50300,53100,58100,64900,70900,76521,81837,87159,92624,99662,110657,119712,126560,129602,135715,140623,146654,153405,162237,172718,183375,197812,210292,223665,240892,254962,276610,289810,302458,316123,331669,351456,373234,395146,410686,139551,,,,,,,
"48491",48,48491,"Williamson County, Texas"," Texas","Williamson County","48","48491",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422679,422649,426541,442482,456593,471225,489250
"48493",48,493,"Wilson County","Texas","Wilson County","48","493",3,7,13041,13300,13700,14200,14400,14600,14700,15000,15300,15800,16756,17021,17591,18021,18770,19158,19860,20639,21350,22057,22823,23328,23822,24729,25954,27514,28812,30196,31304,32504,32706,33259,33974,34999,36104,36906,38002,39156,40350,40749,22650,,,,,,,
